"created,""screenName"",""text""";;;;
"2022-04-28 10:06:18,""UltramanSaga2"",""@KompasTV Maunya Jokowi 3 periode <U+0001F923><U+0001F923><U+0001F923>""";;;;
"2022-04-28 10:03:04,""rkwnhdyt"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 10:03:03,""kompascom"",""Dana Pihak Ketiga (DPK) bank bjb tumbuh 15,9 persen yoy menjadi Rp 128,3 triliun dibanding periode yang sama tahun… https://t.co/hC0cWShMln""";;;;
"2022-04-28 10:02:42,""justLya_"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 10:02:11,""aksioma02"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 10:01:00,""twitekonly"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 10:00:50,""PengamatOnline"",""@EdiMahaMG @sigitwid Kalo Presiden bagi2 kaos ditengah isu 3 periode pake APBN gm?@sigitwid mana bikin kerumunan pu… https://t.co/5FG9CnjJR0""";;;;
"2022-04-28 10:00:28,""itsme_tsamara"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:59:14,""Sukmawibowo77"",""RT @filosofiksi: Nah ini juga lucu. Mereka yg demo penolakan 3 periode tapi sambil bawa2 khilafah ini mereka mikir gak. Kalo khilafah tegak…""";;;;
"2022-04-28 09:59:09,""AJazuli5"",""RT @PBHI_Nasional: Tebak-tebak berhadiah!";;;;
;;;;
"Sob, siapa yg tahu ada siapa di balik isu yg tengah bergulir? Ada ongkos penundaan pemilu dr maf…""";;;;
"2022-04-28 09:56:26,""Zenoel12"",""RT @DuaKelinci: 3. Ada E-Wallet 250 ribu untuk 5 pemenang terpilih";;;;
4. Periode kuis sampai tanggal 28 April  2022;;;;
;;;;
"Semoga beruntung, Teman R…""";;;;
"2022-04-28 09:55:51,""BintangJatoh"",""Lucu juga ini kalo 3 periode. https://t.co/nx18gh7Lt2""";;;;
"2022-04-28 09:55:44,""iistiqoomah"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:55:17,""_auliaputri07"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:54:53,""Izmayanti10"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 09:54:52,""Muhib26_"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:54:49,""Politik_Korup"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:53:12,""dr_dj77"",""Ojo di bully om.. mengko setuju 3 periode loh hehe https://t.co/uw7ifj6yt6""";;;;
"2022-04-28 09:51:50,""UdinSam78807473"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:51:48,""lastsecondflow"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:51:42,""AbyDens2"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:50:11,""sebisa_bisanya"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:50:02,""kxxclypi"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:49:09,""Ridwan_noer"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:49:00,""yudisyudis"",""Jangankan 3 periode, seumur hidup juga setuju.";;;;
;;;;
"Hidup pak J……uergen Klopp https://t.co/RPlvW9oWPh""";;;;
"2022-04-28 09:48:07,""ArieztAlwand"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:46:23,""AlunKerinci"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:46:09,""ciciplah"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:43:32,""Kingcrypto01"",""@jokowi Presiden koq curhat...minta 3 periode pula...<U+0001F600><U+0001F600><U+0001F643><U+0001F603>""";;;;
"2022-04-28 09:41:53,""King4Dcom"",""Result HANOI  JAM 16.00 WIB 28/4/2022 periode 1812";;;;
Prize 1 6942;;;;
Prize 2 9392;;;;
Prize 3 7771;;;;
"Download aplikasi untuk m… https://t.co/37QXXznX7K""";;;;
"2022-04-28 09:40:52,""ryanriv4ldi"",""RT @syahrial_nst: Orang superkaya dunia @elonmusk beli twitter utk memperjuangkan kebebasan berbicara. Agar ide dan gagasan tdk direduksi a…""";;;;
"2022-04-28 09:40:15,""nursyairah69"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:39:51,""arlanchayo89"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:39:25,""vnyfe"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:39:17,""NanangHaikal"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:38:50,""Ikhwan_Jr"",""RT @almagentia369: Perekonomian berat, dana belum tentu ready. 2024 bisa jadi tertunda.";;;;
;;;;
"Tapi, bukan berarti 3 periode. Efek kausalitas yan…""";;;;
"2022-04-28 09:37:42,""Rooster78B"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:36:40,""IndriyantoNOAH"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:36:39,""Rasyeed_amree"",""@CNNIndonesia Calon Presiden yang memiliki kompetensi masih banyak di Indonesia, kenapa anda mau 3 periode??""";;;;
"2022-04-28 09:34:26,""endonesiatwit"",""@Market5tudio @SanesSPiningit @_ekokuntadhi terserah mo ngemeng apa aja ..... nyatanya jadi ketua G20 .... termasuk… https://t.co/0AiFGEwgYF""";;;;
"2022-04-28 09:34:02,""Triyan04259568"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:33:22,""I_naa00"",""RT @samsungID: #GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebiasaan yang…""";;;;
"2022-04-28 09:33:15,""JOANOFART11"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:32:47,""samsungID"",""#GalaxyMemojiChallenge <U+2728>";;;;
;;;;
"Reply tweet ini dan tag 3 teman kamu, lalu tuliskan 5 emoji yang merepresentasikan kebias… https://t.co/NjUcpORaDR""";;;;
"2022-04-28 09:32:32,""tegaxdirimu"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 09:31:50,""ganegaaaaa"",""RT @DuaKelinci: 3. Ada E-Wallet 250 ribu untuk 5 pemenang terpilih";;;;
4. Periode kuis sampai tanggal 28 April  2022;;;;
;;;;
"Semoga beruntung, Teman R…""";;;;
"2022-04-28 09:31:17,""shashinmeister"",""RT @filosofiksi: Nah ini juga lucu. Mereka yg demo penolakan 3 periode tapi sambil bawa2 khilafah ini mereka mikir gak. Kalo khilafah tegak…""";;;;
"2022-04-28 09:31:11,""hariharips"",""Promo KJSM Beli 1 Gratis 1 Owl Plast Sealware Nikita 734, Mangkok Kuah 3.5 MK, Bella Mug + Tutup 275ml, Piring Puti… https://t.co/cpb5MlY8tt""";;;;
"2022-04-28 09:29:57,""bmbgst"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:29:35,""hariharips"",""Promo KJSM Beli 1 Gratis 1 Youvit Multivitamin Anak Omega-3 7s, Periode 28 April – 03 Mei 2022, Yuk Belanja. https://t.co/7ELSqSxJW8""";;;;
"2022-04-28 09:28:54,""HbHendro"",""@NephiLaxmus @dannydhe Sawit skrg punya suara.Iya suara petani sawit,yg usul jabatan presiden 3 periode.";;;;
"Yg bujukin… https://t.co/G7Q5BGk0Cu""";;;;
"2022-04-28 09:27:04,""hambasaja58"",""@KRMTRoySuryo2 Kebijakan kebijakan ga jelas dan mencla mencle, kadang menipu, penista agama Islam dilindungi";;;;
;;;;
"Eeee.… https://t.co/Ms6B7tAdOd""";;;;
"2022-04-28 09:24:59,""almagentia369"",""Perekonomian berat, dana belum tentu ready. 2024 bisa jadi tertunda.";;;;
;;;;
"Tapi, bukan berarti 3 periode. Efek kausalita… https://t.co/c0C9ELGTk9""";;;;
"2022-04-28 09:23:20,""Tendy75978200"",""@nsutady @ChusnulCh__ Kadrun goblok jelas Jokowi tolak 3 periode gorengan lu basi persis ky demo kmrn yg gagal pdhl… https://t.co/W3J7ENbIpc""";;;;
"2022-04-28 09:20:41,""fiiqalb11"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:19:17,""su_surahman"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:17:14,""Asuhan1nfinitE"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:16:53,""asep_rivaa"",""RT @anteraja_id: Ikuti aturannya:";;;;
<U+0001F449><U+0001F3FC> Follow Anteraja;;;;
<U+0001F449><U+0001F3FC> RT &amp; like tweet-tweet ini;;;
"<U+0001F449><U+0001F3FC> Reply dengan jawabanmu, jangan lupa hashtag #Kasmaran…""";;;;
"2022-04-28 09:16:15,""sanji_khun"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 09:15:33,""bapaanakdua"",""Amit2 dah gausah 3 periode. Kerjaanya nutup jalan mulu kalo mau balik. Bikin macet parah sue.""";;;;
"2022-04-28 09:14:44,""Muhib26_"",""RT @DuaKelinci: 3. Ada E-Wallet 250 ribu untuk 5 pemenang terpilih";;;;
4. Periode kuis sampai tanggal 28 April  2022;;;;
;;;;
"Semoga beruntung, Teman R…""";;;;
"2022-04-28 09:13:48,""zahkhan25_70127"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:11:06,""Muhib26_"",""RT @asepsosoap_id: 3. Mention 2 orang teman dan sertakan hastag #AsepsoAhliMelindungi #KuisAsepso";;;;
"6. 5 pemenang beruntung akan ditentukan o…""";;;;
"2022-04-28 09:10:31,""ranwaskobochan"",""@wancheekies indo prasaan april ini banyak amat masalah yang ke up dah ";;;;
"minyak goreng, bensin, 3 periode, demo 3 pe… https://t.co/RjHJ1js2oE""";;;;
"2022-04-28 09:10:13,""Rekind_Jkt_3"",""Jasa Marga siaga berikan pelayanan optimal bagi pengguna jalan, hadapi periode arus mudik dan balik lebaran 2022.… https://t.co/nKXYsVGSbo""";;;;
"2022-04-28 09:09:08,""LarasatiSusilo"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:08:47,""Dewindo17"",""@Adiiiinnnnnn @mohmahfudmd Karena Pak @jokowi harus diganti (sesuai Undang2) maka kl cari ganti harus yg benar2 kua… https://t.co/mkldf9LpbF""";;;;
"2022-04-28 09:08:07,""77Escudo"",""@Ziantozi @ApriliaLin @aniesbaswedan Klo yg mati hidup 3 periode bijimane""";;;;
"2022-04-28 09:07:49,""5757_day"",""@ai_abdulazis @indonesiablue2 @arjuno_ireng01 @ChusnulCh__ @aniesbaswedan @Kemendagri_RI @pmidkijakarta Baru baju a… https://t.co/QMqUns8z0N""";;;;
"2022-04-28 09:05:58,""JhoRo6"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 09:05:05,""Muhib26_"",""RT @SuzukiIndonesia: Syarat dan ketentuan:";;;;
;;;;
1. Pastikan sudah follow @suzuki_id.;;;;
"2. Jawab pertanyaan dengan benar dan tulis jawaban di kolo…""";;;;
"2022-04-28 09:04:33,""3Andalas"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 09:03:52,""XiaomiIndonesia"",""Selama periode pembelian Xiaomi 11T  sampai tanggal 1 May, kamu akan mendapatkan gratis Redmi Buds 3 Lite! Promo in… https://t.co/BAtoRHyR3F""";;;;
"2022-04-28 09:01:59,""BNI"",""Khusus periode transaksi 15 April - 3 Mei 2022, dapatkan:";;;;
"- SAVE up to 22% + 6%, cashback s.d. 15 juta plus free la… https://t.co/xcrl5Ip6Zg""";;;;
"2022-04-28 09:01:22,""ryupr12"",""RT @DuaKelinci: 3. Ada E-Wallet 250 ribu untuk 5 pemenang terpilih";;;;
4. Periode kuis sampai tanggal 28 April  2022;;;;
;;;;
"Semoga beruntung, Teman R…""";;;;
"2022-04-28 09:01:02,""Fatayati2"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 09:00:45,""jojojombloo"",""Dukung 3 periode Jurge Kloop""";;;;
"2022-04-28 09:00:10,""ZephMiss"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:59:20,""Muhib26_"",""RT @anteraja_id: Ikuti aturannya:";;;;
<U+0001F449><U+0001F3FC> Follow Anteraja;;;;
<U+0001F449><U+0001F3FC> RT &amp; like tweet-tweet ini;;;
"<U+0001F449><U+0001F3FC> Reply dengan jawabanmu, jangan lupa hashtag #Kasmaran…""";;;;
"2022-04-28 08:58:56,""soedjitowongso1"",""@ApriliaLin @aniesbaswedan Waduh kok pa Anies bikin buzerRp kebakaran jenggot sih. Ngga peka beliau ini. Mestinya bagi kaos tulis 3 periode.""";;;;
"2022-04-28 08:58:09,""visitortwt1"",""RT @filosofiksi: Nah ini juga lucu. Mereka yg demo penolakan 3 periode tapi sambil bawa2 khilafah ini mereka mikir gak. Kalo khilafah tegak…""";;;;
"2022-04-28 08:56:51,""xtrada_2004"",""RT @DuaKelinci: 3. Ada E-Wallet 250 ribu untuk 5 pemenang terpilih";;;;
4. Periode kuis sampai tanggal 28 April  2022;;;;
;;;;
"Semoga beruntung, Teman R…""";;;;
"2022-04-28 08:54:55,""UhuyNews"",""@CNNIndonesia Yuk 3 periode yuk, kalo perlu lebih. Banyak kegagalan yang masih belum diraih. Dari setiap kegagalan… https://t.co/b3k34aEMxr""";;;;
"2022-04-28 08:54:38,""ZulfadlanZN"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:51:41,""buns_qbs"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:50:21,""zoeldyik"",""RT @realmeindonesia: GIVEAWAY realme 9 #HapeTerbaikRamadan <U+2728>";;;;
;;;;
Caranya:;;;;
1. Follow @realmeindonesia ;;;;
2. Like tweet ini;;;;
"3. Reply screenshot 'T…""";;;;
"2022-04-28 08:49:00,""HanPeWe"",""RT @PartaiSocmed: Hmm.. Pantesan ketemuan dgn pakar big data 3 periode""";;;;
"2022-04-28 08:47:48,""TribunLombokcom"",""Hotman Paris menjelaskan, perubahan Anggaran Dasar Peradi Otto Hasibuan telah dibatalkan.";;;;
;;;;
"#hotmanparis… https://t.co/YQM8H5novw""";;;;
"2022-04-28 08:47:19,""Rayzan42561900"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:46:18,""kripikripik1"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:45:03,""Serated45"",""@VIVAcoid W juga bingung kayak dia jadi presiden minta 3 periode lagi""";;;;
"2022-04-28 08:44:28,""LJhon86"",""@kangdede78 @aniesbaswedan Gak ada bedanya sih dengan mobil ada poster jokowi 3 periode...";;;;
;;;;
"Yang berbuat oknum tp y… https://t.co/9gMjZBTrza""";;;;
"2022-04-28 08:43:24,""Ghee_Thok"",""Dicaci maki didlm Negri jadi Brita Toop Diluar Negri....";;;;
"Orang luar mintanya malah 10 periode bukan 3 lagi <U+0001F601><U+0001F601> https://t.co/3CiQKGHC1t""";;;;
"2022-04-28 08:42:42,""GenjiHimura2"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 08:42:08,""Okiee31161359"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:40:32,""K3YSA_"",""Kl bukan @jokowi mn bisa mrk masuk <U+0001F602><U+0001F602> koo alesannya ragu..ini paling yo hasutan 3 Periode! https://t.co/QKEVtYsdUG""";;;;
"2022-04-28 08:39:17,""goenkwidjayz"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:39:14,""By_dilla"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:37:08,""AdeSupr75348301"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:36:58,""firmansyaaahhhh"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:36:27,""IndonesiaMeja"",""Presiden sudah sangat jelas mengatakan bahwa tidak ada 3 periode dan pemilu akan diselenggarakan sesuai rencana https://t.co/r1aHMJARiF""";;;;
"2022-04-28 08:36:23,""bujang_malaya"",""@ekowboy2 Hehehe..muka tembok dia,,di suruh turun malah pengen 3 periode plus mau nunda PEMILU...harus di robohkan rezim ini""";;;;
"2022-04-28 08:35:34,""AntiBangsatBgs"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:35:23,""cia_abdul"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:35:15,""machbeach"",""Pemimpin modal bingung , gak tahu , lalu bisamu apa pak katanya jangan gampar malah minta gampar (baca 3 periode )… https://t.co/C9IMxNdYDd""";;;;
"2022-04-28 08:34:52,""Dina89020087"",""RT @LurahIstana: LBP gencar kesana kemari itu untuk siksesi 3 periode dan ikn.karena jika sampai gagal konsekwensi dari MSS itu nyata ada n…""";;;;
"2022-04-28 08:34:43,""gagaklumayung81"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:34:32,""tmypnc"",""@FabrizioRomano @_pauljoyce @GettySport Yok tambah 3 periode""";;;;
"2022-04-28 08:34:26,""Antoyuli150670"",""RT @syahrial_nst: Orang superkaya dunia @elonmusk beli twitter utk memperjuangkan kebebasan berbicara. Agar ide dan gagasan tdk direduksi a…""";;;;
"2022-04-28 08:34:21,""AdeliaSiubelan"",""RT @KTaklale: Presiden Jokowi sudah sangat jelas menolak jabatan wacana presiden 3 periode karena hal tersebut melanggar konstitusi. Pemilu…""";;;;
"2022-04-28 08:33:19,""favserotonin"",""RT @realmeindonesia: GIVEAWAY realme 9 #HapeTerbaikRamadan <U+2728>";;;;
;;;;
Caranya:;;;;
1. Follow @realmeindonesia ;;;;
2. Like tweet ini;;;;
"3. Reply screenshot 'T…""";;;;
"2022-04-28 08:31:59,""MBO4D"",""TOTO CHINA";;;;
TANGGAL = 28 APRIL 2022 ;;;;
PERIODE = 1336-CN;;;;
RESULT = 1925;;;;
SELAMAT KEPADA PARA PEMENANG ;;;;
 ;;;;
"IKUTIN LOMBA TE… https://t.co/E8r3v6FS4W""";;;;
"2022-04-28 08:31:46,""YuliantiIbrahi4"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:29:43,""myasin2447"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:28:10,""AnthonyLee89899"",""@Giring_Ganesha @psi_id penilaian ku untuk PSi naik dari 6 di jaman ahok terus naik ke 8 kemarenan sebelum akhirnya… https://t.co/W1yXEyrjRo""";;;;
"2022-04-28 08:27:20,""smatemsa"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:25:58,""Braderhood16"",""RT @IWANRUDIYANTO9: @jansen_jsp Ketika jualan issue Perpanjangan dan 3 Periode sdh tdk laku boleh dong Bang jualan produk yg lain https://t…""";;;;
"2022-04-28 08:24:12,""DatukPanduto_"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:24:04,""wahyu850428"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:23:43,""Tamaa_prtm"",""@TobatSaat @Hadifirdauss @ArdityaChandra4 @kangdede78 @aniesbaswedan Emang udah pasti bakal 3 periode?""";;;;
"2022-04-28 08:23:38,""ekoji91"",""@keuangannews_id Pengalihan isu. Seolah2 PDIP menolak 3 periode. Pdhal...""";;;;
"2022-04-28 08:23:31,""R_Soentana"",""RT @BuronanMabes: Masih ingat gak Om @LurahIstana 1 tahun lalu ?";;;;
;;;;
"27 April 2021 para Kabinda ngumpul di Deputi 1, bahas Kresna 3 Periode.…""";;;;
"2022-04-28 08:22:43,""asasfuro"",""@DewaChivas @CeciliaSuwanda1 @Dennysiregar7 Asyiknya negaraku...";;;;
